ID,Lapse1,Lapse0,Lapse,NumOfReinstated,NumOfClaims,NumOfEmails,NumOfCalls,DaysOfInforce,PO_Age,PO_Sex,PO_Married,Occupation,PO_Occupation0,PO_Email,PO_Phone,INS_Age,INS_Sex,SumInsured ,Premium,PremiumG,CoveragePeriod,Products,NumOfRidders,PaymentTerm,DistributionChannel,Agent,AgentYearSVR,AgentVisitPO,AgentCallPO
965,1,1,1,3,0,1,0,,31,male,1,2,1,,0,52,male,,"26,467.10",3,2,,,3,5,,2,,
966,1,1,1,2,1,0,1,,53,male,1,4,4,,0,53,male,,"4,746.34",1,1,,,4,3,,1,,
967,1,0,1,0,4,1,3,,43,female,1,2,2,,1,51,male,,"23,967.38",3,2,,,1,2,,3,,
968,0,0,0,1,0,1,5,,53,male,0,3,3,,1,44,male,,"7,518.03",1,3,,,1,1,,1,,
969,0,0,0,0,0,3,1,,37,male,1,3,3,,1,21,male,,"3,279.87",1,3,,,2,3,,1,,
970,0,0,0,0,1,4,3,,58,male,1,2,2,,1,39,female,,"8,596.83",1,2,,,2,4,,1,,
971,0,0,0,0,3,3,2,,53,male,0,1,1,,0,50,female,,"10,702.64",2,2,,,1,3,,1,,
972,0,0,0,1,0,1,1,,42,female,0,1,1,,1,34,female,,"4,992.38",1,1,,,4,4,,1,,
973,0,0,0,0,1,1,0,,29,female,0,4,4,,1,22,female,,"2,527.82",1,1,,,1,1,,1,,
974,0,0,0,0,0,1,1,,35,male,1,2,2,,1,19,female,,"1,759.34",1,1,,,4,2,,3,,
975,0,0,0,2,0,0,1,,36,female,1,3,3,,1,26,male,,"2,322.62",1,2,,,2,1,,1,,
976,1,0,1,1,1,0,0,,58,male,1,3,3,,0,29,male,,"16,138.76",2,3,,,4,1,,2,,
977,0,0,0,0,0,0,0,,35,female,0,4,4,,0,48,male,,"7,804.16",1,2,,,3,1,,3,,
978,0,0,0,0,2,3,1,,47,male,1,4,4,,1,26,male,,"2,902.91",1,2,,,4,1,,3,,
979,0,0,0,0,2,3,2,,33,female,1,1,1,,1,45,female,,"9,704.67",1,1,,,4,1,,3,,
980,1,1,1,3,0,3,0,,37,female,1,2,2,,0,36,female,,"4,889.04",1,3,,,1,4,,2,,
981,0,0,0,0,0,1,1,,52,male,1,2,2,,1,54,male,,"25,517.11",3,1,,,4,1,,2,,
982,0,0,0,0,0,3,1,,48,male,1,1,1,,1,34,male,,"4,500.34",1,3,,,2,2,,3,,
983,1,0,1,0,0,1,0,,49,female,0,2,4,,0,31,male,,"19,199.94",2,2,,,2,4,,3,,
984,0,0,0,0,0,0,1,,42,female,0,4,4,,1,27,female,,"16,796.41",2,2,,,1,2,,1,,
985,0,0,0,2,0,1,1,,28,male,0,4,4,,1,20,male,,"4,915.06",1,3,,,3,2,,2,,
986,0,0,0,0,0,1,1,,36,male,0,1,1,,1,44,female,,"7,624.63",1,2,,,2,2,,2,,
987,1,1,1,3,0,0,2,,46,female,1,2,2,,1,43,male,,"8,410.05",1,2,,,3,4,,2,,
988,1,1,1,0,0,1,1,,36,female,1,2,2,,1,45,female,,"28,340.19",3,2,,,1,2,,2,,
989,0,0,0,0,0,1,1,,56,male,0,1,1,,1,34,male,,"4,518.83",1,2,,,2,2,,2,,
990,1,0,1,0,0,0,0,,29,female,0,3,4,,0,24,female,,"14,571.89",2,2,,,2,2,,1,,
991,0,0,0,0,0,1,0,,29,female,1,1,1,,0,26,female,,"3,378.91",1,1,,,2,3,,2,,
992,0,0,0,1,0,3,1,,47,female,1,2,2,,1,38,female,,"7,144.86",1,3,,,2,2,,1,,
993,1,1,1,0,4,1,2,,37,male,1,2,2,,1,50,female,,"10,118.42",2,1,,,1,1,,2,,
994,1,1,1,0,1,3,0,,49,female,1,2,2,,1,38,male,,"5,484.47",1,2,,,3,1,,2,,
995,1,0,1,0,0,1,1,,34,male,1,2,3,,0,27,female,,"16,420.49",2,2,,,2,2,,1,,
996,0,0,0,1,0,0,1,,49,male,1,3,3,,1,39,female,,"7,986.48",1,2,,,2,3,,3,,
997,1,1,1,3,0,1,2,,32,male,0,1,1,,1,39,female,,"7,418.52",1,1,,,2,1,,2,,
998,0,0,0,0,1,2,2,,33,male,1,1,1,,1,63,female,,"13,887.97",2,1,,,3,4,,3,,
999,0,0,0,0,3,1,3,,42,female,1,4,4,,1,33,female,,"6,551.75",1,1,,,4,5,,2,,
1000,1,1,1,0,3,1,0,,55,male,1,1,1,,0,36,female,,"5,267.82",1,1,,,2,4,,2,,
1001,1,0,1,0,0,5,0,,30,male,0,2,2,,1,30,male,,"17,361.77",2,3,,,3,2,,2,,
1002,1,0,1,0,0,1,0,,51,male,1,1,1,,1,24,male,,"34,472.84",4,2,,,3,2,,2,,
1003,0,0,0,0,1,1,0,,43,male,1,2,2,,0,24,male,,"1,972.95",1,2,,,4,1,,1,,
1004,1,1,1,0,3,1,0,,41,male,1,2,2,,1,48,male,,"21,232.18",3,2,,,3,2,,2,,
1005,0,0,0,2,0,1,5,,33,female,0,4,4,,1,47,male,,"8,627.54",1,1,,,2,5,,3,,
1006,0,0,0,0,0,5,0,,40,male,0,1,1,,1,29,male,,"4,433.39",1,2,,,4,4,,3,,
1007,0,0,0,0,0,3,0,,41,male,1,4,4,,1,41,male,,"4,438.26",1,3,,,2,1,,1,,
1008,1,0,1,0,0,1,1,,31,female,1,2,4,,0,47,male,,"24,915.22",3,2,,,1,4,,1,,
1009,1,1,1,2,0,3,0,,31,male,1,2,2,,1,25,male,,"23,241.47",3,3,,,4,1,,2,,
1010,0,0,0,0,0,1,1,,42,male,0,3,3,,1,42,male,,"9,957.72",1,1,,,2,2,,2,,
1011,1,1,1,0,5,0,3,,42,male,0,2,2,,1,48,female,,"8,269.04",1,2,,,4,2,,3,,
1012,1,0,1,0,0,1,1,,42,female,1,2,2,,0,43,male,,"18,767.74",2,3,,,3,1,,2,,
1013,0,0,0,2,0,3,5,,37,male,0,2,2,,1,61,female,,"36,580.28",4,1,,,3,2,,1,,
1014,0,0,0,0,0,1,3,,34,female,0,3,3,,1,48,male,,"8,765.25",1,1,,,1,5,,1,,
1015,1,1,1,0,0,1,1,,45,male,1,2,2,,0,38,female,,"5,383.54",1,2,,,1,2,,2,,
1016,0,0,0,1,2,1,1,,33,male,1,2,2,,1,59,male,,"12,124.99",2,1,,,4,2,,3,,
1017,0,0,0,0,0,1,1,,56,male,1,3,3,,1,19,female,,"2,709.24",1,2,,,1,2,,2,,
1018,0,0,0,0,0,1,1,,31,male,1,3,3,,1,26,female,,"3,987.93",1,3,,,2,3,,3,,
1019,0,0,0,1,0,1,1,,37,female,0,2,2,,1,54,female,,"12,495.29",2,1,,,3,1,,1,,
1020,0,0,0,0,0,1,0,,37,female,0,2,2,,1,21,female,,"26,018.95",3,3,,,3,5,,3,,
1021,0,0,0,1,0,1,0,,50,female,1,3,3,,0,51,male,,"8,798.59",1,3,,,2,5,,1,,
1022,1,1,1,0,0,1,1,,31,male,1,1,1,,1,30,female,,"35,595.59",4,3,,,1,4,,2,,
1023,1,0,1,0,0,0,1,,32,female,0,2,2,,1,47,male,,"42,211.14",4,3,,,2,1,,2,,
1024,0,0,0,0,0,1,1,,57,female,1,3,3,,1,18,male,,"1,711.03",1,1,,,4,3,,1,,
1025,0,0,0,0,0,1,1,,31,female,0,1,1,,1,47,female,,"8,569.86",1,3,,,4,3,,3,,
1026,0,0,0,0,2,1,1,,51,female,0,3,3,,1,21,female,,"2,020.18",1,2,,,1,1,,2,,
1027,1,0,1,0,0,1,1,,45,male,1,3,3,,1,19,male,,"16,450.89",2,3,,,3,1,,1,,
1028,0,0,0,0,0,1,1,,31,male,1,2,2,,0,23,male,,"21,595.38",3,3,,,4,2,,2,,
1029,0,0,0,2,0,2,1,,39,male,1,2,2,,1,54,male,,"9,850.43",1,3,,,2,1,,2,,
1030,0,0,0,2,1,2,1,,47,male,0,3,3,,1,37,female,,"6,877.98",1,2,,,2,3,,2,,
1031,1,0,1,1,0,5,0,,41,male,1,2,2,,1,46,female,,"21,677.28",3,2,,,1,2,,2,,
1032,1,1,1,1,0,1,1,,53,male,1,1,1,,0,55,female,,"44,423.80",4,2,,,2,1,,2,,
1033,0,0,0,0,0,3,0,,44,female,0,2,2,,1,30,female,,"4,137.52",1,3,,,4,4,,1,,
1034,1,0,1,1,5,2,3,,33,female,0,3,3,,0,18,male,,"13,747.87",2,2,,,4,2,,2,,
1035,1,1,1,4,0,1,1,,39,male,1,2,2,,1,61,male,,"12,950.07",2,1,,,1,4,,3,,
1036,0,0,0,2,0,1,1,,38,male,1,3,3,,1,54,female,,"12,094.48",2,1,,,3,3,,2,,
1037,1,0,1,0,0,0,0,,33,female,1,1,1,,0,22,male,,"37,484.45",4,3,,,2,1,,3,,
1038,1,0,1,0,0,1,1,,45,female,1,1,4,,1,45,female,,"39,725.52",4,3,,,3,3,,1,,
1039,0,0,0,1,0,2,2,,39,female,1,3,3,,0,22,male,,"2,250.84",1,2,,,4,1,,3,,
1040,0,0,0,0,0,1,1,,42,male,0,2,2,,1,19,male,,"22,493.66",3,1,,,3,1,,1,,
1041,1,0,1,0,0,1,1,,53,female,0,1,1,,1,35,female,,"20,234.85",3,2,,,2,2,,3,,
1042,0,0,0,1,0,1,0,,41,male,1,3,3,,1,18,male,,"1,704.70",1,3,,,4,2,,2,,
1043,1,0,1,0,0,1,0,,36,female,1,2,3,,1,20,male,,"33,475.82",4,2,,,2,3,,1,,
1044,0,0,0,0,0,1,1,,57,female,1,3,3,,0,28,female,,"3,161.45",1,3,,,1,4,,3,,
1045,1,1,1,0,4,1,3,,57,male,1,2,2,,1,55,male,,"11,394.07",2,3,,,2,3,,1,,
1046,1,0,1,0,0,0,0,,45,male,0,2,2,,1,43,female,,"21,880.82",3,3,,,4,1,,2,,
1047,0,0,0,1,0,1,1,,30,female,0,2,2,,1,43,female,,"7,325.05",1,2,,,3,1,,3,,
1048,1,0,1,0,0,4,1,,48,female,1,1,1,,0,22,male,,"44,501.40",4,3,,,2,1,,2,,
1049,1,1,1,3,0,1,1,,41,male,0,1,1,,1,25,female,,"3,594.17",1,2,,,2,2,,1,,
1050,1,0,1,0,0,1,1,,43,female,0,1,1,,1,49,male,,"39,727.61",4,3,,,4,1,,1,,
1051,0,0,0,0,0,1,0,,38,male,0,1,1,,0,44,female,,"8,023.14",1,3,,,4,3,,3,,
1052,0,0,0,0,1,1,1,,44,male,0,3,3,,1,64,male,,"14,394.56",2,1,,,2,1,,2,,
1053,0,0,0,0,2,1,2,,50,female,1,4,4,,1,49,male,,"9,288.03",1,2,,,4,1,,3,,
1054,1,0,1,0,2,3,5,,47,male,0,2,4,,1,47,male,,"25,309.49",3,3,,,2,4,,2,,
1055,0,0,0,0,0,1,1,,40,female,1,3,3,,0,27,female,,"3,353.47",1,3,,,1,2,,2,,
1056,0,0,0,0,0,1,1,,50,male,1,1,1,,0,55,male,,"10,594.50",2,2,,,1,2,,1,,
1057,0,0,0,1,1,1,2,,35,female,0,3,3,,0,48,female,,"8,277.52",1,3,,,4,1,,3,,
1058,0,0,0,0,0,2,1,,40,male,0,1,1,,1,45,female,,"17,929.30",2,1,,,2,1,,3,,
1059,1,1,1,4,0,1,0,,31,male,1,2,2,,1,24,female,,"2,480.98",1,1,,,1,1,,1,,
1060,0,0,0,0,0,1,1,,43,male,1,3,3,,1,32,male,,"4,462.72",1,2,,,3,1,,2,,
1061,1,1,1,0,3,1,0,,55,male,1,3,3,,0,55,male,,"1,981.58",1,3,,,2,2,,2,,
1062,1,1,1,1,0,1,2,,43,male,1,2,2,,1,57,male,,"11,554.22",2,2,,,1,3,,3,,
1063,1,0,1,1,0,1,1,,48,female,0,1,1,,0,59,male,,"48,970.25",4,2,,,2,5,,2,,
1064,0,0,0,0,0,1,2,,57,male,0,3,3,,1,36,male,,"6,548.20",1,2,,,1,2,,1,,
1065,0,0,0,0,0,1,0,,48,female,0,3,3,,0,29,female,,"5,708.87",1,1,,,2,2,,2,,
1066,0,0,0,0,0,2,1,,39,female,1,3,3,,1,42,female,,"7,045.50",1,3,,,3,3,,2,,
1067,0,0,0,2,0,3,1,,48,male,0,3,3,,1,48,male,,"8,978.19",1,2,,,1,3,,2,,
1068,0,0,0,0,0,1,1,,50,female,0,3,3,,1,39,male,,"5,757.41",1,1,,,4,3,,1,,
1069,0,0,0,0,0,1,1,,38,female,1,3,3,,1,63,male,,"14,349.85",2,2,,,4,2,,2,,
1070,0,0,0,0,1,4,1,,52,female,0,2,2,,1,54,female,,"10,928.85",2,1,,,4,1,,2,,
1071,1,0,1,0,0,3,1,,42,male,1,1,1,,1,37,male,,"39,871.70",4,3,,,1,2,,2,,
1072,0,0,0,0,0,1,0,,53,male,1,2,2,,1,63,male,,"13,974.46",2,1,,,2,1,,1,,
1073,1,1,1,1,3,4,0,,46,female,1,4,4,,1,21,male,,"1,909.53",1,2,,,3,5,,1,,
1074,0,0,0,0,0,4,1,,35,male,1,1,1,,1,54,female,,"12,096.65",2,3,,,4,1,,2,,
1075,0,0,0,2,0,3,0,,33,female,1,2,2,,0,60,female,,"13,204.29",2,2,,,2,1,,3,,
1076,0,0,0,0,2,0,1,,45,male,1,3,3,,0,32,female,,"4,562.84",1,1,,,2,4,,2,,
1077,0,0,0,1,1,1,2,,31,male,0,2,2,,1,47,female,,"8,551.35",1,3,,,3,1,,3,,
1078,0,0,0,1,0,1,0,,52,female,1,4,4,,0,21,male,,"2,102.26",1,3,,,1,1,,3,,
1079,1,1,1,3,0,1,1,,29,female,1,1,1,,1,28,male,,"34,672.15",4,1,,,4,1,,3,,
1080,0,0,0,0,0,1,5,,37,male,1,3,3,,1,63,male,,"15,161.53",2,2,,,3,5,,3,,
1081,0,0,0,1,0,1,1,,40,female,1,2,2,,1,18,male,,"11,884.05",2,2,,,1,2,,1,,
1082,0,0,0,0,0,1,0,,55,male,0,3,3,,1,32,male,,"4,454.40",1,2,,,3,3,,1,,
1083,0,0,0,0,0,1,1,,38,male,1,3,3,,1,38,male,,"5,855.90",1,3,,,3,2,,1,,
1084,0,0,0,0,0,1,1,,58,female,0,3,3,,1,32,male,,"4,076.50",1,2,,,1,2,,3,,
1085,1,1,1,2,1,2,0,,31,female,0,2,2,,1,62,female,,"15,019.76",2,3,,,2,5,,2,,
1086,1,0,1,0,0,1,0,,47,male,0,1,1,,1,39,female,,"19,023.26",2,1,,,4,3,,2,,
1087,0,0,0,0,1,0,3,,58,male,1,2,2,,1,55,male,,"10,796.35",2,2,,,4,2,,2,,
1088,0,0,0,2,0,0,0,,57,male,1,2,2,,1,57,male,,"11,353.23",2,2,,,4,4,,2,,
1089,1,1,1,2,1,1,2,,43,female,0,3,1,,1,52,male,,"9,748.91",1,3,,,3,4,,1,,
1090,0,0,0,0,0,0,3,,48,male,0,4,4,,0,56,male,,"10,577.09",2,3,,,4,5,,2,,
1091,1,0,1,0,0,0,1,,54,male,1,3,3,,1,47,male,,"41,676.08",4,2,,,2,3,,2,,
1092,0,0,0,0,0,1,1,,55,female,1,1,1,,1,55,female,,"11,286.54",2,2,,,4,1,,1,,
1093,0,0,0,0,0,0,0,,39,female,0,1,1,,1,23,male,,"3,591.48",1,1,,,1,2,,3,,
1094,1,0,1,0,0,1,0,,32,male,1,2,2,,1,22,female,,"33,907.55",4,1,,,3,2,,2,,
1095,1,1,1,2,0,1,0,,40,female,1,1,1,,1,50,female,,"11,299.34",2,3,,,2,4,,2,,
1096,0,0,0,0,0,3,1,,48,male,0,2,2,,1,18,female,,"4,561.19",1,3,,,4,1,,1,,
1097,1,0,1,3,0,1,1,,55,female,1,1,3,,1,51,female,,"44,641.20",4,3,,,2,1,,2,,
1098,0,0,0,0,2,1,2,,58,female,1,2,2,,0,22,male,,"1,674.63",1,2,,,2,2,,1,,
1099,0,0,0,0,0,1,1,,52,female,0,3,3,,1,52,female,,"23,045.57",3,1,,,2,2,,2,,
1100,0,0,0,0,0,1,0,,55,female,1,2,2,,1,25,female,,"3,227.12",1,3,,,3,3,,1,,
1101,1,0,1,0,0,0,1,,32,female,1,2,4,,1,33,female,,"16,776.30",2,2,,,3,4,,2,,
1102,0,0,0,0,0,0,0,,42,male,1,3,3,,1,53,male,,"11,253.42",2,3,,,4,2,,2,,
1103,0,0,0,0,2,2,2,,32,female,1,4,4,,1,29,male,,"3,471.41",1,1,,,2,1,,3,,
1104,0,0,0,0,0,0,3,,45,female,1,1,1,,1,58,male,,"11,363.28",2,2,,,1,2,,1,,
1105,0,0,0,0,1,1,1,,30,female,1,2,2,,1,37,male,,"20,420.60",3,1,,,2,4,,2,,
1106,0,0,0,2,0,3,2,,46,male,1,2,2,,1,54,female,,"10,338.93",2,3,,,2,2,,1,,
1107,0,0,0,0,0,2,1,,51,male,0,4,4,,1,49,female,,"8,988.16",1,1,,,1,2,,2,,
1108,1,1,1,2,0,1,0,,49,male,0,1,1,,0,50,female,,"10,493.95",2,3,,,2,4,,1,,
1109,0,0,0,0,4,0,1,,31,male,0,3,3,,1,26,male,,"2,904.09",1,1,,,2,1,,1,,
1110,0,0,0,0,0,1,1,,35,female,0,1,1,,1,45,male,,"8,605.36",1,2,,,3,1,,1,,
1111,0,0,0,0,2,3,1,,33,female,1,2,2,,1,33,female,,"11,512.41",2,3,,,2,3,,1,,
1112,1,0,1,0,0,2,3,,49,male,0,1,1,,1,38,male,,"41,949.24",4,3,,,2,1,,2,,
1113,1,0,1,0,0,1,1,,48,female,0,3,3,,0,48,female,,"24,180.93",3,2,,,1,1,,1,,
1114,0,0,0,0,1,2,1,,41,male,1,1,1,,0,28,female,,"5,312.17",1,3,,,3,4,,3,,
1115,0,0,0,0,1,1,2,,38,male,1,3,3,,0,38,male,,"2,396.10",1,2,,,2,2,,1,,
1116,0,0,0,1,0,1,1,,49,male,1,3,3,,1,55,male,,"10,807.49",2,1,,,4,3,,2,,
1117,0,0,0,0,3,4,3,,41,male,1,1,1,,0,41,male,,"9,222.40",1,1,,,3,2,,1,,
1118,1,0,1,0,0,3,1,,58,female,0,1,1,,0,25,male,,"36,124.57",4,2,,,2,1,,1,,
1119,1,0,1,1,0,1,1,,33,male,0,3,3,,1,33,male,,"38,282.75",4,2,,,2,1,,1,,
1120,1,1,1,1,0,1,1,,30,female,0,2,2,,0,30,female,,"5,693.43",1,3,,,2,1,,2,,
1121,1,0,1,1,0,1,0,,53,female,1,1,1,,1,23,female,,"34,166.27",4,2,,,2,1,,3,,
1122,0,0,0,2,0,3,1,,46,male,0,2,2,,0,46,male,,"8,347.16",1,3,,,1,1,,2,,
1123,1,0,1,0,0,1,1,,51,female,1,1,4,,1,53,female,,"46,661.44",4,3,,,1,2,,1,,
1124,0,0,0,1,2,3,2,,31,male,1,4,4,,0,27,female,,"18,903.49",2,2,,,2,2,,3,,
1125,1,0,1,0,0,1,0,,42,male,0,1,4,,1,23,female,,"40,904.20",4,2,,,4,1,,2,,
1126,0,0,0,1,0,1,2,,38,male,0,4,4,,1,63,female,,"14,254.61",2,2,,,1,2,,1,,
1127,0,0,0,0,0,4,1,,50,male,0,4,4,,1,55,male,,"10,214.64",2,2,,,2,1,,2,,
1128,0,0,0,0,0,0,3,,30,male,1,1,1,,1,35,female,,"5,836.52",1,2,,,4,2,,2,,
1129,0,0,0,0,1,1,3,,42,male,1,1,1,,1,34,male,,"14,358.36",2,3,,,4,2,,3,,
1130,0,0,0,1,2,1,4,,38,male,0,4,4,,0,19,female,,"1,728.90",1,3,,,4,3,,1,,
1131,0,0,0,0,0,1,1,,59,female,0,2,2,,1,39,female,,"8,582.30",1,3,,,4,1,,2,,
1132,0,0,0,2,0,3,1,,46,male,0,1,1,,0,27,male,,"3,693.43",1,2,,,4,3,,3,,
1133,0,0,0,2,0,1,2,,39,male,1,1,1,,1,57,male,,"20,709.02",3,2,,,3,1,,1,,
1134,0,0,0,0,0,1,1,,45,male,0,2,2,,1,52,female,,"9,991.04",1,2,,,4,1,,2,,
1135,0,0,0,0,0,0,5,,31,female,0,1,1,,1,28,male,,"19,673.34",2,1,,,4,1,,2,,
1136,0,0,0,1,0,1,0,,50,female,1,4,4,,1,50,female,,"11,085.59",2,1,,,1,2,,1,,
1137,0,0,0,0,0,2,0,,56,female,1,1,1,,1,44,female,,"7,623.52",1,2,,,4,1,,3,,
1138,0,0,0,0,0,5,0,,59,male,1,2,2,,1,26,female,,"3,176.29",1,2,,,1,1,,2,,
1139,0,0,0,0,0,3,0,,32,female,0,1,1,,1,33,male,,"3,704.35",1,2,,,1,2,,1,,
1140,1,1,1,2,1,2,1,,39,male,0,1,1,,0,37,female,,"36,898.73",4,2,,,2,1,,2,,
1141,0,0,0,0,0,1,0,,48,female,1,4,4,,1,50,male,,"9,048.03",1,3,,,1,1,,3,,
1142,0,0,0,0,0,1,0,,51,male,1,4,4,,0,41,female,,"7,954.52",1,1,,,4,1,,3,,
1143,0,0,0,0,0,1,1,,37,female,0,4,4,,0,52,female,,"27,117.99",3,2,,,4,1,,3,,
1144,0,0,0,0,0,0,0,,38,male,0,1,1,,1,39,male,,"6,338.08",1,3,,,2,1,,1,,
1145,0,0,0,0,0,1,1,,37,female,0,2,2,,0,50,male,,"9,630.40",1,1,,,4,1,,2,,
1146,0,0,0,1,0,1,0,,44,male,1,1,1,,1,52,male,,"11,289.11",2,3,,,2,1,,2,,
1147,1,0,1,0,0,1,1,,56,female,0,1,3,,1,60,male,,"52,590.83",4,3,,,4,5,,3,,
1148,1,1,1,3,0,1,1,,58,female,0,2,2,,1,20,female,,"2,261.57",1,3,,,2,1,,1,,
1149,0,0,0,1,2,1,5,,38,male,0,4,4,,1,55,male,,"10,791.96",2,2,,,4,3,,2,,
1150,0,0,0,0,1,1,1,,51,female,1,2,2,,1,42,male,,"5,979.73",1,3,,,4,3,,1,,
1151,0,0,0,0,0,0,1,,28,male,1,2,2,,1,18,female,,"2,203.74",1,2,,,4,2,,1,,
1152,0,0,0,0,0,0,0,,42,male,0,4,4,,1,58,female,,"12,235.84",2,2,,,2,1,,2,,
1153,1,0,1,2,0,1,3,,45,female,0,1,1,,1,43,female,,"40,941.29",4,3,,,3,1,,1,,
1154,0,0,0,1,0,2,0,,35,female,1,2,2,,0,35,female,,"5,630.46",1,1,,,2,4,,2,,
1155,0,0,0,0,0,1,1,,55,female,0,4,4,,1,48,female,,"11,015.17",2,2,,,1,2,,2,,
1156,0,0,0,0,1,3,3,,29,female,1,2,2,,1,29,female,,"7,228.22",1,2,,,3,2,,2,,
1157,1,0,1,1,0,1,1,,50,male,0,2,4,,1,19,male,,"39,722.75",4,3,,,4,1,,2,,
1158,0,0,0,0,0,1,1,,35,female,1,4,4,,1,23,female,,"14,426.07",2,3,,,2,2,,2,,
1159,1,1,1,2,0,0,0,,52,female,1,3,2,,0,20,female,,"2,459.72",1,3,,,1,2,,2,,
1160,0,0,0,0,0,1,2,,54,male,1,2,2,,0,32,female,,"3,989.84",1,2,,,4,4,,2,,
1161,0,0,0,0,0,1,2,,51,female,0,3,3,,1,43,female,,"7,727.25",1,3,,,1,4,,1,,
1162,0,0,0,0,0,1,2,,51,male,0,2,2,,1,34,male,,"5,124.19",1,3,,,1,1,,3,,
1163,0,0,0,1,1,1,3,,38,female,0,2,2,,1,30,male,,"18,963.17",2,1,,,3,3,,3,,
1164,0,0,0,2,0,1,0,,57,male,0,2,2,,1,18,female,,"2,200.83",1,3,,,2,3,,2,,
1165,0,0,0,0,3,1,2,,55,female,1,3,3,,1,41,female,,"7,153.55",1,1,,,2,3,,2,,
1166,0,0,0,0,1,1,1,,56,male,1,1,1,,0,35,female,,"5,227.99",1,2,,,4,1,,2,,
1167,0,0,0,0,2,1,0,,54,male,0,2,2,,0,57,male,,"10,982.50",2,1,,,1,2,,2,,
1168,0,0,0,1,0,2,2,,50,male,1,4,4,,1,29,female,,"4,529.48",1,1,,,1,3,,3,,
1169,0,0,0,1,2,1,3,,56,female,1,4,4,,0,32,male,,"4,670.64",1,1,,,2,2,,2,,
1170,0,0,0,0,0,1,0,,33,female,0,4,4,,1,33,female,,"6,112.35",1,1,,,2,1,,2,,
1171,1,1,1,3,1,2,1,,43,female,1,2,2,,0,18,male,,"17,178.68",2,2,,,1,3,,2,,
1172,1,0,1,1,1,1,1,,37,female,0,2,2,,1,43,female,,"22,478.60",3,2,,,3,2,,2,,
1173,0,0,0,1,0,1,1,,54,male,1,2,2,,0,56,female,,"11,093.62",2,1,,,1,1,,3,,
1174,0,0,0,0,0,1,0,,42,male,1,3,3,,1,38,male,,"6,457.84",1,2,,,4,4,,3,,
1175,0,0,0,0,0,0,1,,28,female,1,3,3,,1,29,male,,"4,433.92",1,2,,,3,5,,2,,
1176,0,0,0,0,0,1,1,,37,male,0,4,4,,0,22,female,,"2,154.36",1,3,,,3,2,,2,,
1177,1,0,1,0,0,1,0,,42,female,0,2,3,,1,52,female,,"23,887.66",3,3,,,1,1,,1,,
1178,0,0,0,0,0,1,0,,54,male,1,2,2,,1,40,female,,"6,496.89",1,3,,,1,1,,1,,
1179,1,1,1,2,2,1,0,,43,female,1,3,3,,0,23,female,,"2,899.49",1,2,,,4,1,,2,,
1180,1,0,1,0,2,1,0,,35,female,1,2,3,,0,31,male,,"19,350.37",2,2,,,2,2,,2,,
1181,0,0,0,1,0,0,0,,32,female,1,1,1,,1,32,female,,"7,650.77",1,1,,,1,4,,3,,
1182,0,0,0,1,0,1,0,,40,male,0,3,3,,1,24,female,,"2,850.68",1,2,,,4,1,,2,,
1183,0,0,0,0,0,0,0,,35,male,1,4,4,,1,25,female,,"2,632.99",1,2,,,3,1,,2,,
1184,0,0,0,0,0,0,2,,34,male,1,1,1,,1,48,female,,"9,447.38",1,2,,,4,1,,2,,
1185,1,0,1,0,2,0,1,,49,female,1,1,1,,1,49,female,,"18,328.24",2,1,,,2,1,,1,,
1186,1,1,1,0,2,1,1,,29,male,1,2,2,,1,45,male,,"8,603.82",1,2,,,1,2,,2,,
1187,1,0,1,0,0,2,3,,30,male,1,1,3,,1,30,male,,"37,465.34",4,2,,,2,3,,3,,
1188,0,0,0,0,0,0,1,,33,male,1,2,2,,0,62,female,,"13,844.80",2,1,,,2,4,,3,,
1189,1,0,1,0,0,5,3,,52,male,0,2,2,,1,43,female,,"21,771.34",3,2,,,2,3,,1,,
1190,0,0,0,0,0,1,2,,45,male,1,3,3,,0,23,female,,"13,126.68",2,2,,,3,2,,2,,
1191,1,1,1,0,3,0,1,,37,female,0,3,3,,1,31,female,,"5,327.40",1,1,,,4,1,,2,,
1192,0,0,0,0,0,1,1,,44,female,1,2,2,,0,41,female,,"13,725.47",2,2,,,2,1,,2,,
1193,0,0,0,0,4,1,0,,58,female,1,3,3,,1,58,female,,"13,019.16",2,1,,,2,1,,2,,
1194,0,0,0,0,0,1,0,,38,female,1,3,3,,0,48,female,,"8,671.19",1,2,,,4,4,,2,,
1195,0,0,0,0,3,1,2,,47,male,0,3,3,,1,31,female,,"4,134.08",1,3,,,2,2,,2,,
1196,0,0,0,3,0,1,1,,58,male,1,2,2,,0,19,female,,"18,838.70",2,2,,,1,1,,1,,
1197,1,0,1,4,0,1,1,,58,female,0,2,3,,0,19,female,,"33,307.55",4,2,,,3,1,,2,,
1198,0,0,0,0,0,2,1,,59,female,1,2,2,,0,41,male,,"5,699.84",1,1,,,2,4,,1,,
1199,0,0,0,0,2,3,1,,40,male,0,3,3,,1,40,male,,"6,393.60",1,2,,,3,1,,1,,
1200,1,1,1,4,2,0,0,,58,male,1,4,4,,1,31,female,,"4,934.71",1,3,,,3,2,,1,,
1201,1,1,1,3,0,1,0,,57,male,1,3,3,,0,37,male,,"6,198.75",1,1,,,2,1,,2,,
1202,0,0,0,3,0,1,1,,46,male,1,3,3,,1,46,male,,"8,733.23",1,2,,,2,2,,2,,
